case_id,SUB_ACT_1,ACT_1,ACT_COMB_1,SUB_ACT_2,ACT_2,ACT_COMB_2,SUB_ACT_3,ACT_3,ACT_COMB_3,SUB_ACT_4,ACT_4,ACT_COMB_4,index,duration_in_days,problem_latest_impact,st_org_line_3,st_function_div,owner_st,product,country,action_owner_country,action_owner_first_name
1-602870173,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,644,1,High,Org line C,C_6,R4 3rd,PROD802,se,Sweden,Michael
1-602870173,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,644,2,High,Org line C,E_10,R6 2nd,PROD802,se,Sweden,Daniel
1-602870173,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,644,1,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Mikael
1-602870173,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,644,16,High,Org line C,E_10,R6 2nd,PROD802,se,Sweden,Daniel
1-602870173,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,644,28,High,Org line C,E_10,R6 2nd,PROD802,se,Sweden,Mikael
1-602870173,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,644,12,High,Org line C,E_10,R6 2nd,PROD802,se,Sweden,Mikael
1-602870173,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,644,0,High,Org line C,E_5,G81,PROD802,se,INDIA,M Humaira
1-602870173,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,644,0,High,Org line C,E_10,G271 2nd,PROD802,se,Sweden,Praveen
1-602870173,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,644,0,High,Org line C,E_10,G271 2nd,PROD802,se,Sweden,Arun
1-602870173,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,644,46,High,Org line C,E_10,G271 2nd,PROD802,se,Sweden,Partha
1-603537274,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,645,0,Medium,Org line C,E_4,G88 2nd,PROD348,us,INDIA,KumarGuru
1-603537274,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,645,1,Medium,Org line C,E_4,G88 2nd,PROD348,us,INDIA,KumarGuru
1-603537274,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,645,198,Medium,Org line C,E_4,G88 2nd,PROD348,us,INDIA,KumarGuru
1-604645912,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,653,0,Medium,Org line A2,D_1,V21 2nd,PROD603,fr,France,Maryse
1-604645912,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,653,0,Medium,Org line A2,D_1,V21 2nd,PROD603,fr,France,Maryse
1-604645912,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,653,0,Medium,Org line A2,D_1,V44 3rd,PROD603,fr,France,Maryse
1-604645912,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,653,0,Medium,Org line A2,D_1,V21 2nd,PROD603,fr,France,Maryse
1-604882241,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,655,3,High,Org line C,,G163 3rd,PROD671,in,Sweden,Stefan
1-604882241,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,655,3,High,Org line C,,G163 3rd,PROD671,in,Sweden,Stefan
1-604882241,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,655,0,High,Org line C,E_7,G157 2nd,PROD671,in,Sweden,Stefan
1-604882241,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,655,54,High,Org line C,,G163 3rd,PROD671,in,Sweden,Amir
1-604882241,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,655,54,High,Org line C,E_7,G162 2nd,PROD671,in,Sweden,Amir
1-605184371,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,658,30,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Miroslawa
1-605184371,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,658,35,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Miroslawa
1-605184371,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,658,42,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Miroslawa
1-605184371,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,658,19,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Bartosz
1-606068287,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,661,2,Medium,Org line C,E_5,G92,PROD423,in,INDIA,Amit
1-606068287,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,661,20,Medium,Org line C,E_5,G92,PROD423,in,INDIA,Amit
1-606068287,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,661,52,Medium,Org line C,V3_2,G97,PROD423,in,POLAND,Rafal
1-606068287,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,661,34,Medium,Org line C,E_5,G92,PROD423,in,INDIA,Amit
1-606724483,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,663,35,High,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-606724483,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,663,95,High,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-606829317,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,664,35,Medium,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-606971198,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,665,121,High,Org line C,E_1,L1 2nd,PROD153,se,Sweden,Helena
1-606971198,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,665,121,High,Org line C,E_1,L1 2nd,PROD153,se,Sweden,Helena
1-606971198,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,665,0,High,Org line C,E_1,G99 2nd,PROD153,se,Sweden,Jari
1-607158761,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,666,3,High,Org line C,E_6,V29 2nd,PROD412,se,France,Bruno
1-607158761,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,666,29,High,Org line C,E_6,V29 2nd,PROD412,se,France,Bruno
1-608010054,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,670,6,High,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-608036754,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,671,6,Medium,Org line A2,D_1,V17 3rd,PROD594,kr,POLAND,Piotr
1-608036754,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,671,3,Medium,Org line A2,D_1,V14 3rd,PROD594,kr,POLAND,Jacek
1-608036754,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,671,64,Medium,Org line A2,D_1,V14 3rd,PROD594,kr,POLAND,Jacek
1-608735919,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,672,58,High,Org line C,E_3,G67 2nd,PROD151,us,Sweden,Henrik
1-609011164,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,673,33,Low,Org line C,E_8,G119 2nd,PROD597,in,INDIA,Vinay
1-609700424,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,674,67,Medium,Org line C,C_2,G58 3rd,PROD330,be,Belgium,Hilde
1-611632212,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,679,33,Major,Org line G1,E_6,G358 2nd,PROD152,se,Sweden,Anders
1-611651603,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,681,0,High,Org line C,E_7,G165 2nd,PROD671,in,France,Yann
1-612515539,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,682,2,High,Org line C,E_10,G271 2nd,PROD802,se,Sweden,Praveen
1-612515539,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,682,2,High,Org line C,E_10,G271 2nd,PROD802,se,Sweden,Praveen
1-612515539,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,682,64,High,Org line C,E_10,G271 2nd,PROD802,se,Sweden,Kamal
1-612515539,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,682,64,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-613033122,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,683,14,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-613364032,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,684,56,Medium,Org line C,C_6,G239 3rd,PROD671,in,INDIA,Asmita
1-613364032,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,684,92,Medium,Org line C,C_6,G239 3rd,PROD671,in,INDIA,Asmita
1-613364032,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,684,36,Medium,Org line C,C_6,G239 3rd,PROD671,in,INDIA,Asmita
1-613364032,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,684,0,Medium,Org line C,C_6,G239 3rd,PROD671,in,France,Francois
1-613364032,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,684,6,Medium,Org line C,C_6,G239 3rd,PROD671,in,Belgium,Vincent
1-613496066,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,686,7,Medium,Org line C,E_8,G181 2nd,PROD474,in,INDIA,Pranesh
1-613496066,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,686,7,Medium,Org line C,E_8,G181 2nd,PROD474,in,INDIA,Pranesh
1-614378697,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,688,70,Medium,Org line C,E_1,G99 2nd,PROD153,se,Sweden,Curt
1-614378787,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,689,113,Medium,Org line C,E_1,G99 2nd,PROD153,se,Sweden,Curt
1-616211466,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,694,27,Medium,Org line C,E_4,G88 2nd,PROD565,in,USA,Robert
1-616211466,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,694,57,Medium,Org line C,E_4,G88 2nd,PROD565,in,USA,Robert
1-616211466,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,694,54,Medium,Org line C,E_4,G88 2nd,PROD565,in,USA,Robert
1-616211466,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,694,24,Medium,Org line C,E_4,G87 2nd,PROD565,in,INDIA,Pratap
1-616211466,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,694,31,Medium,Org line C,E_4,G87 2nd,PROD565,in,INDIA,Pratap
1-616288482,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,695,0,Medium,Org line C,E_4,G88 2nd,PROD348,us,USA,Robert
1-616288482,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,695,0,Medium,Org line C,E_4,G88 2nd,PROD348,us,USA,Robert
1-616288482,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,695,0,Medium,Org line C,E_4,G88 2nd,PROD348,us,USA,Robert
1-616288482,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Closed,Completed,Completed/Closed,695,0,Medium,Org line C,E_4,G88 2nd,PROD348,us,USA,Robert
1-616409083,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,696,83,Medium,Org line C,E_8,G186 2nd,PROD473,in,Sweden,Jonas
1-616977258,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,697,150,Low,Org line A2,A2_2,G167 2nd,PROD681,se,Sweden,Niklas
1-616993936,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,698,0,Medium,Org line C,E_10,G138 2nd,PROD659,se,Sweden,Ann-Charlotte
1-616993936,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,698,0,Medium,Org line C,E_10,G138 2nd,PROD659,se,Sweden,Ann-Charlotte
1-616993936,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,698,0,Medium,Org line C,E_5,G80,PROD659,se,Sweden,Jakob
1-617042441,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,699,6,Medium,Org line C,C_6,G237 3rd,PROD208,se,Sweden,Jan
1-617042441,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,699,0,Medium,Org line C,C_6,G237 3rd,PROD208,se,Sweden,Jan
1-617042441,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,699,0,Medium,Org line C,E_10,G236 2nd,PROD208,se,Sweden,Sumit
1-617042441,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,699,0,Medium,Org line C,C_6,G237 3rd,PROD208,se,Sweden,Jan
1-617042441,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,699,0,Medium,Org line C,E_10,G236 2nd,PROD208,se,Sweden,Sumit
1-617356985,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,702,72,Medium,Org line C,E_4,G88 2nd,PROD793,us,USA,Robert
1-617356985,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,702,71,Medium,Org line C,E_4,G88 2nd,PROD793,us,USA,Robert
1-617356985,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,702,28,Medium,Org line C,E_4,G88 2nd,PROD793,us,USA,Robert
1-617356985,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,702,34,Medium,Org line C,E_4,G88 2nd,PROD793,us,USA,Robert
1-617470131,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,704,2,Low,Org line C,C_6,G269 3rd,PROD209,se,Sweden,Johan
1-617470131,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,704,23,Low,Org line C,C_6,G269 3rd,PROD209,se,Sweden,Johan
1-617470131,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,704,75,Low,Org line C,C_6,G269 3rd,PROD209,se,Sweden,Johan
1-617470131,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,704,54,Low,Org line C,C_6,G269 3rd,PROD209,se,Sweden,Shery
1-617696569,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,705,50,Medium,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Freddy
1-617696569,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,705,30,Medium,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Freddy
1-617696569,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,705,27,Medium,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Freddy
1-618041243,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,706,12,High,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-618041243,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,706,12,High,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-618041343,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,707,0,Medium,Org line A2,A2_1,N19 2nd,PROD38,cn,Sweden,Patrik
1-618041343,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,707,0,Medium,Org line A2,A2_1,N19 2nd,PROD38,cn,Sweden,Patrik
1-618041343,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,707,36,Medium,Org line A2,A2_1,N19 2nd,PROD38,cn,Sweden,Fredrik
1-618116069,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,708,12,Medium,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-618116069,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,708,12,Medium,Org line A2,A2_1,T17 2nd,PROD350,se,Sweden,Britt
1-618143224,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,709,0,Medium,Org line C,E_6,T8 2nd,PROD637,fr,France,Yannick
1-618143224,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,709,14,Medium,Org line C,E_6,T8 2nd,PROD637,fr,France,Yannick
1-618170625,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,710,47,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Sridhar
1-618350811,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,713,1,Medium,Org line A2,A2_2,G34 3rd,PROD363,in,POLAND,Maciej
1-618350811,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,713,1,Medium,Org line A2,A2_2,G34 3rd,PROD363,in,POLAND,Maciej
1-618350811,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,713,0,Medium,Org line A2,A2_2,G34 3rd,PROD363,in,POLAND,Maciej
1-618350811,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,713,0,Medium,Org line A2,A2_2,G34 3rd,PROD363,in,POLAND,Maciej
1-618350811,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,713,6,Medium,Org line A2,A2_2,G34 3rd,PROD363,in,POLAND,Maciej
