Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 188,Final Inspection Q.C.,Quality Check 1,48:00.0,03:00.0,000:00,350,Punch Holder,ID4618,D,149,0,0,
Case 189,Turning & Milling Q.C.,Quality Check 1,00:00.0,15:00.0,000:00,8,Tube,ID4163,D,0,1,0,
Case 189,Turning & Milling Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,8,Tube,ID4163,D,0,1,0,
Case 189,Turning & Milling Q.C.,Quality Check 1,00:00.0,10:00.0,002:10,8,Tube,ID4163,D,0,1,0,Y
Case 189,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,006:00,8,Tube,ID4163,D,0,0,0,
Case 189,Final Inspection Q.C.,Quality Check 1,00:00.0,50:00.0,002:50,8,Tube,ID4163,D,1,0,0,
Case 189,Packing,Packing,00:00.0,00:00.0,000:00,8,Tube,ID4820,D,1,0,0,
Case 19,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,59:00.0,10:00.0,005:11,33,Cable Head,ID4167,S,1,0,0,
Case 19,Turning & Milling Q.C.,Quality Check 1,00:00.0,05:00.0,001:05,33,Cable Head,ID4163,S,0,0,0,
Case 19,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,50:00.0,40:00.0,010:50,33,Cable Head,ID4932,D,32,0,0,
Case 19,Turning & Milling Q.C.,Quality Check 1,50:00.0,10:00.0,001:20,33,Cable Head,ID4163,D,33,0,0,
Case 19,Laser Marking - Machine 7,Machine 7- Laser Marking,27:00.0,19:00.0,000:52,33,Cable Head,ID0998,D,33,0,0,
Case 19,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,33,Cable Head,ID4882,D,0,0,0,
Case 19,Lapping - Machine 1,Machine 1 - Lapping,21:00.0,59:00.0,000:38,33,Cable Head,ID4882,D,31,0,0,
Case 19,Round Grinding - Machine 3,Machine 3 - Round Grinding,30:00.0,00:00.0,001:30,33,Cable Head,ID4385,S,0,0,0,
Case 19,Round Grinding - Machine 3,Machine 3 - Round Grinding,22:00.0,10:00.0,003:48,33,Cable Head,ID4872,D,10,0,0,
Case 19,Round Grinding - Machine 3,Machine 3 - Round Grinding,10:00.0,45:00.0,007:35,33,Cable Head,ID4445,D,21,0,0,
Case 19,Round  Q.C.,Quality Check 2,49:00.0,04:00.0,000:00,33,Cable Head,ID4493,D,0,0,0,
Case 19,Packing,Packing,00:00.0,00:00.0,000:00,33,Cable Head,ID4820,D,25,0,0,
Case 19,Packing,Packing,00:00.0,00:00.0,000:00,33,Cable Head,ID4820,D,4,0,0,Y
Case 19,Round  Q.C.,Quality Check 2,36:00.0,36:00.0,001:00,33,Cable Head,ID4493,D,29,2,0,Y
Case 19,Final Inspection Q.C.,Quality Check 1,37:00.0,52:00.0,000:00,33,Cable Head,ID4493,D,29,0,0,
Case 190,Packing,Packing,00:00.0,00:00.0,000:00,16,Seal Head,ID4820,D,7,0,0,
Case 190,Final Inspection Q.C.,Quality Check 1,30:00.0,45:00.0,000:00,16,Seal Head,ID4493,D,7,0,0,
Case 190,Turning & Milling Q.C.,Quality Check 1,19:00.0,42:00.0,002:23,16,Seal Head,ID4493,D,0,0,0,
Case 190,Final Inspection Q.C.,Quality Check 1,00:00.0,15:00.0,000:00,16,Seal Head,ID4493,D,0,0,0,
Case 190,Turning & Milling Q.C.,Quality Check 1,18:00.0,10:00.0,001:52,16,Seal Head,ID4493,D,0,0,0,
Case 192,Rework Milling - Machine 28,Manual Milling - Machine 28,00:00.0,00:00.0,002:00,200,Piston,ID3641,D,0,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,08:00.0,09:00.0,001:01,200,Piston,ID4287,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,54:00.0,17:00.0,006:23,200,Piston,ID4132,S,1,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,05:00.0,40:00.0,001:35,200,Piston,ID4287,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,17:00.0,41:00.0,001:24,200,Piston,ID4132,S,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,43:00.0,46:00.0,007:03,200,Piston,ID4132,D,7,0,0,Y
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,14:00.0,17:00.0,000:03,200,Piston,ID4641,D,0,0,0,Y
Case 192,Turning & Milling Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,200,Piston,ID4287,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,12:00.0,13:00.0,003:01,200,Piston,ID4132,D,3,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16:00.0,56:00.0,005:40,200,Piston,ID3846,D,6,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,14:00.0,45:00.0,010:31,200,Piston,ID4641,D,11,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,54:00.0,53:00.0,005:59,200,Piston,ID3846,D,6,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,37:00.0,40:00.0,001:03,200,Piston,ID4287,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,10:00.0,37:00.0,008:27,200,Piston,ID4132,D,9,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,51:00.0,06:00.0,000:15,200,Piston,ID3846,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,00:00.0,59:00.0,006:59,200,Piston,ID3846,D,7,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,07:00.0,24:00.0,007:17,200,Piston,ID4132,D,8,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,42:00.0,03:00.0,000:21,200,Piston,ID4287,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,48:00.0,41:00.0,006:53,200,Piston,ID4794,D,8,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16:00.0,34:00.0,007:18,200,Piston,ID3846,S,1,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,30:00.0,49:00.0,002:19,200,Piston,ID4287,D,60,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,40:00.0,02:00.0,000:22,200,Piston,ID4287,D,6,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,37:00.0,58:00.0,001:21,200,Piston,ID3846,S,0,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,00:00.0,02:00.0,001:02,200,Piston,ID4287,D,1,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19:00.0,58:00.0,001:39,200,Piston,ID4132,S,1,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,01:00.0,23:00.0,005:22,200,Piston,ID4132,D,6,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,46:00.0,46:00.0,007:00,200,Piston,ID4932,D,6,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,02:00.0,31:00.0,006:29,200,Piston,ID3846,D,6,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,44:00.0,35:00.0,002:51,200,Piston,ID4287,D,20,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,32:00.0,47:00.0,000:00,200,Piston,ID3846,D,1,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,33:00.0,21:00.0,003:48,200,Piston,ID3846,D,4,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,01:00.0,58:00.0,001:57,200,Piston,ID4132,D,2,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,59:00.0,40:00.0,010:41,200,Piston,ID4932,D,12,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,54:00.0,09:00.0,008:15,200,Piston,ID3846,D,8,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,58:00.0,00:00.0,001:02,200,Piston,ID4287,D,20,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16:00.0,29:00.0,007:13,200,Piston,ID4132,D,8,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,33:00.0,44:00.0,007:11,200,Piston,ID4932,D,7,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,10:00.0,05:00.0,001:55,200,Piston,ID3846,B,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,06:00.0,46:00.0,002:40,200,Piston,ID3846,D,2,0,0,
Case 192,Turning & Milling Q.C.,Quality Check 1,30:00.0,50:00.0,002:20,200,Piston,ID4287,D,23,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,31:00.0,46:00.0,000:00,200,Piston,ID4287,D,0,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,00:00.0,54:00.0,005:54,200,Piston,ID4162,S,0,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,36:00.0,36:00.0,006:00,200,Piston,ID4162,D,0,0,0,
Case 192,Final Inspection Q.C.,Quality Check 1,30:00.0,30:00.0,001:00,200,Piston,ID4287,D,0,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,45:00.0,46:00.0,011:01,200,Piston,ID4162,D,0,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,48:00.0,00:00.0,002:12,200,Piston,ID4162,D,3,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,32:00.0,06:00.0,001:34,200,Piston,ID4162,D,2,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,07:00.0,29:00.0,008:22,200,Piston,ID4873,D,7,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,10:00.0,40:00.0,003:30,200,Piston,ID4162,D,3,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,30:00.0,00:00.0,002:30,200,Piston,ID4162,D,4,0,0,
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,15:00.0,30:00.0,000:00,200,Piston,ID4140,D,0,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,16:00.0,50:00.0,002:34,200,Piston,ID4140,D,3,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,52:00.0,00:00.0,001:08,200,Piston,ID4140,D,3,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,02:00.0,06:00.0,010:04,200,Piston,ID4873,D,7,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,45:00.0,10:00.0,001:25,200,Piston,ID4162,D,2,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,10:00.0,00:00.0,005:50,200,Piston,ID4162,D,9,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,06:00.0,31:00.0,010:25,200,Piston,ID4873,D,6,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,45:00.0,00:00.0,003:15,200,Piston,ID4162,D,5,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,00:00.0,00:00.0,001:00,200,Piston,ID4162,D,1,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,30:00.0,00:00.0,001:30,200,Piston,ID4162,D,3,0,0,
Case 192,Milling - Machine 14,Machine 14 - Milling,06:00.0,30:00.0,010:24,200,Piston,ID4873,D,6,0,0,
Case 192,Packing,Packing,00:00.0,00:00.0,000:00,200,Piston,ID4291,D,65,0,0,
Case 192,Final Inspection Q.C.,Quality Check 1,30:00.0,04:00.0,003:34,200,Piston,ID4287,D,65,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,14:00.0,54:00.0,000:40,40,Socket,ID4132,S,0,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,16:00.0,28:00.0,009:12,40,Socket,ID4132,S,0,0,0,
Case 194,Turning & Milling Q.C.,Quality Check 1,20:00.0,52:00.0,001:32,40,Socket,ID4287,S,0,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,05:00.0,42:00.0,010:37,40,Socket,ID4132,S,3,0,0,Y
Case 194,Turning & Milling Q.C.,Quality Check 1,42:00.0,51:00.0,003:09,40,Socket,ID4287,D,0,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,49:00.0,28:00.0,009:39,40,Socket,ID4641,D,8,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,52:00.0,48:00.0,005:56,40,Socket,ID3846,D,7,0,0,
Case 194,Turning & Milling Q.C.,Quality Check 1,00:00.0,30:00.0,001:30,40,Socket,ID4287,D,37,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,48:00.0,00:00.0,020:12,40,Socket,ID4132,D,20,0,0,
Case 194,Stress Relief,Oven,00:00.0,00:00.0,004:00,40,Socket,ID4932,D,39,0,0,
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,55:00.0,17:00.0,003:22,40,Socket,ID4132,D,2,0,0,
Case 194,Turning & Milling Q.C.,Quality Check 1,00:00.0,58:00.0,008:58,40,Socket,ID4287,D,0,0,0,Y
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,18:00.0,25:00.0,007:07,40,Socket,ID3846,S,2,0,0,Y
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,26:00.0,52:00.0,001:26,40,Socket,ID3846,D,4,0,0,
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,03:00.0,58:00.0,008:55,40,Socket,ID3846,D,27,0,0,
Case 194,Turning & Milling Q.C.,Quality Check 1,00:00.0,30:00.0,000:30,40,Socket,ID4287,D,2,1,0,
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,22:00.0,48:00.0,001:26,40,Socket,ID4641,D,4,0,0,
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,49:00.0,50:00.0,000:01,40,Socket,ID4641,D,2,0,0,
Case 194,Turning Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,40,Socket,ID4287,D,38,1,0,
Case 194,Laser Marking - Machine 7,Machine 7- Laser Marking,30:00.0,56:00.0,000:26,40,Socket,ID0998,D,38,0,0,
Case 194,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,40,Socket,ID4882,D,0,0,0,
Case 194,Lapping - Machine 1,Machine 1 - Lapping,14:00.0,23:00.0,003:09,40,Socket,ID0998,D,38,0,0,
Case 194,Final Inspection Q.C.,Quality Check 1,00:00.0,50:00.0,003:50,40,Socket,ID4287,S,0,0,0,
Case 194,Final Inspection Q.C.,Quality Check 1,40:00.0,02:00.0,004:22,40,Socket,ID4287,D,0,0,0,
Case 194,Final Inspection Q.C.,Quality Check 1,00:00.0,01:00.0,007:01,40,Socket,ID4287,D,0,0,0,
Case 194,Final Inspection Q.C.,Quality Check 1,06:00.0,07:00.0,003:01,40,Socket,ID4287,D,0,0,0,
Case 194,Grinding Rework - Machine 27,Machine 27 - Grinding,22:00.0,16:00.0,001:54,40,Socket,ID4872,D,0,0,0,
Case 194,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,40,Socket,ID4287,D,0,0,0,
Case 194,Final Inspection Q.C.,Quality Check 1,00:00.0,00:00.0,005:00,40,Socket,ID4287,D,38,0,0,
Case 194,Packing,Packing,00:00.0,00:00.0,000:00,40,Socket,ID4820,D,5,0,0,
Case 194,Packing,Packing,00:00.0,00:00.0,000:00,40,Socket,ID4820,D,0,0,0,
Case 194,Packing,Packing,00:00.0,00:00.0,000:00,40,Socket,ID4820,D,0,0,0,
Case 194,Packing,Packing,00:00.0,00:00.0,000:00,40,Socket,ID4820,D,33,0,0,
Case 195,Turning & Milling Q.C.,Quality Check 1,00:00.0,05:00.0,003:05,80,Slip Ring Adapter,ID4287,D,80,0,0,
Case 195,Flat Grinding - Machine 11,Machine 11 - Grinding,00:00.0,15:00.0,000:00,80,Slip Ring Adapter,ID4882,D,0,0,0,
Case 195,Lapping - Machine 1,Machine 1 - Lapping,41:00.0,18:00.0,001:37,80,Slip Ring Adapter,ID0998,D,40,0,0,
Case 195,Lapping - Machine 1,Machine 1 - Lapping,43:00.0,38:00.0,003:55,80,Slip Ring Adapter,ID0998,D,40,0,0,
Case 195,Flat Grinding - Machine 11,Machine 11 - Grinding,18:00.0,43:00.0,004:25,80,Slip Ring Adapter,ID4882,D,69,0,0,
Case 195,Flat Grinding - Machine 11,Machine 11 - Grinding,54:00.0,37:00.0,000:43,80,Slip Ring Adapter,ID4882,D,11,0,0,
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,31:00.0,50:00.0,001:19,80,Slip Ring Adapter,ID4355,S,0,0,0,
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,25:00.0,52:00.0,002:27,80,Slip Ring Adapter,ID4385,S,0,0,0,
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,53:00.0,44:00.0,002:51,80,Slip Ring Adapter,ID4385,D,9,0,0,
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,04:00.0,53:00.0,008:49,80,Slip Ring Adapter,ID4528,D,36,0,0,
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,58:00.0,51:00.0,007:53,80,Slip Ring Adapter,ID4445,D,35,0,0,
Case 195,Round Grinding - Q.C.,Quality Check 1,12:00.0,40:00.0,001:28,80,Slip Ring Adapter,ID4287,D,80,0,0,
Case 195,Packing,Packing,00:00.0,00:00.0,000:00,80,Slip Ring Adapter,ID4820,D,80,0,0,
Case 195,Final Inspection Q.C.,Quality Check 1,20:00.0,05:00.0,000:45,80,Slip Ring Adapter,ID4287,D,80,0,0,
Case 196,Turning & Milling Q.C.,Quality Check 1,20:00.0,59:00.0,002:39,40,Cable Head,ID4163,D,0,0,0,
Case 196,Grinding Rework - Machine 27,Machine 27 - Grinding,12:00.0,09:00.0,001:57,40,Cable Head,ID4528,D,0,0,0,
Case 196,Final Inspection Q.C.,Quality Check 1,15:00.0,01:00.0,000:46,40,Cable Head,ID4493,D,3,1,0,
Case 196,Packing,Packing,00:00.0,00:00.0,000:00,40,Cable Head,ID4820,D,3,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,29:00.0,24:00.0,003:55,100,Cable Head,ID4429,S,0,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,00:00.0,00:00.0,003:00,100,Cable Head,ID4529,S,1,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,00:00.0,30:00.0,005:30,100,Cable Head,ID4529,D,26,0,0,
Case 198,Turning & Milling Q.C.,Quality Check 1,00:00.0,08:00.0,001:08,100,Cable Head,ID4287,D,0,1,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,08:00.0,09:00.0,000:01,100,Cable Head,ID4429,S,1,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,05:00.0,57:00.0,001:52,100,Cable Head,ID4932,D,11,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,05:00.0,04:00.0,000:59,100,Cable Head,ID4429,D,2,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,07:00.0,35:00.0,005:28,100,Cable Head,ID4718,D,26,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,56:00.0,45:00.0,005:49,100,Cable Head,ID4932,D,33,0,0,
Case 198,Turning & Milling Q.C.,Quality Check 1,00:00.0,44:00.0,000:44,100,Cable Head,ID4493,D,95,0,0,
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,35:00.0,35:00.0,001:00,100,Cable Head,ID4882,D,95,0,0,
Case 198,Turning Rework - Machine 21,Machine 21 - Turning,00:00.0,30:00.0,001:30,100,Cable Head,ID4442,D,4,0,0,
Case 198,Turning & Milling Q.C.,Quality Check 1,11:00.0,12:00.0,001:01,100,Cable Head,ID4493,D,4,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,00:00.0,004:00,100,Cable Head,ID4355,D,0,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,07:00.0,32:00.0,001:25,100,Cable Head,ID0998,D,25,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,100,Cable Head,ID4882,D,0,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,25:00.0,30:00.0,001:05,100,Cable Head,ID0998,D,50,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,100,Cable Head,ID4882,D,0,0,0,
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,22:00.0,37:00.0,000:00,100,Cable Head,ID0998,D,0,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,22:00.0,22:00.0,001:50,100,Cable Head,ID0998,D,20,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,13:00.0,11:00.0,002:58,100,Cable Head,ID4385,S,0,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,11:00.0,17:00.0,002:06,100,Cable Head,ID4385,D,7,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,23:00.0,41:00.0,003:18,100,Cable Head,ID4355,D,10,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,07:00.0,45:00.0,006:38,100,Cable Head,ID4445,D,19,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,16:00.0,49:00.0,004:33,100,Cable Head,ID4385,D,10,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,09:00.0,33:00.0,008:24,100,Cable Head,ID4528,D,18,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,44:00.0,52:00.0,000:08,100,Cable Head,ID4355,D,1,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,58:00.0,57:00.0,007:59,100,Cable Head,ID4355,D,17,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,18:00.0,40:00.0,004:22,100,Cable Head,ID4385,D,13,0,0,
Case 198,Final Inspection Q.C.,Quality Check 1,19:00.0,01:00.0,002:42,100,Cable Head,ID4493,D,86,4,0,
Case 198,Packing,Packing,00:00.0,00:00.0,000:00,100,Cable Head,ID4820,D,86,0,0,
Case 198,Packing,Packing,00:00.0,00:00.0,000:00,100,Cable Head,ID4820,D,1,0,0,
Case 198,Final Inspection Q.C.,Quality Check 1,09:00.0,11:00.0,002:02,100,Cable Head,ID4493,D,1,0,0,
Case 198,Grinding Rework - Machine 27,Machine 27 - Grinding,20:00.0,56:00.0,002:36,100,Cable Head,ID4528,D,0,0,0,
Case 198,Packing,Packing,00:00.0,00:00.0,000:00,100,Cable Head,ID4820,D,4,0,0,
Case 198,Final Inspection Q.C.,Quality Check 1,34:00.0,49:00.0,000:00,100,Cable Head,ID4493,D,4,0,0,Y
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,24:00.0,39:00.0,000:00,100,Cable Head,ID4882,D,4,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,24:00.0,35:00.0,007:11,180,Cable Head,ID0998,D,36,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,25:00.0,50:00.0,000:25,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,20:00.0,00:00.0,002:40,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,35:00.0,56:00.0,000:21,180,Cable Head,ID0998,D,0,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,57:00.0,05:00.0,000:08,180,Cable Head,ID4445,S,0,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,07:00.0,58:00.0,002:51,180,Cable Head,ID4445,S,0,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,59:00.0,17:00.0,003:18,180,Cable Head,ID4445,D,9,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,39:00.0,25:00.0,002:46,180,Cable Head,ID4355,D,0,0,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,180,Cable Head,ID4163,D,0,1,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,37:00.0,46:00.0,001:09,180,Cable Head,ID3846,S,0,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,52:00.0,32:00.0,008:40,180,Cable Head,ID4641,S,2,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,09:00.0,00:00.0,015:51,180,Cable Head,ID4355,D,0,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,03:00.0,00:00.0,014:57,180,Cable Head,ID3846,D,20,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,28:00.0,53:00.0,003:25,180,Cable Head,ID4445,D,8,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,52:00.0,48:00.0,009:56,180,Cable Head,ID4385,D,19,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,00:00.0,00:00.0,023:00,180,Cable Head,ID4132,D,31,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,01:00.0,53:00.0,005:52,180,Cable Head,ID4355,D,14,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,09:00.0,03:00.0,001:54,180,Cable Head,ID0998,D,36,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,57:00.0,57:00.0,009:00,180,Cable Head,ID4445,D,16,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,12:00.0,39:00.0,006:27,180,Cable Head,ID4132,D,6,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,02:00.0,20:00.0,003:18,180,Cable Head,ID4385,D,5,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,18:00.0,20:00.0,002:02,180,Cable Head,ID4641,D,7,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,00:00.0,50:00.0,003:50,180,Cable Head,ID4163,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,20:00.0,26:00.0,001:06,180,Cable Head,ID4163,D,0,0,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,26:00.0,53:00.0,001:27,180,Cable Head,ID4163,D,64,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,41:00.0,53:00.0,010:12,180,Cable Head,ID4641,D,8,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,15:00.0,42:00.0,010:27,180,Cable Head,ID4132,D,11,0,0,
Case 199,Laser Marking - Machine 7,Machine 7- Laser Marking,21:00.0,03:00.0,000:42,180,Cable Head,ID0998,D,64,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,32:00.0,41:00.0,007:09,180,Cable Head,ID4641,D,8,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,15:00.0,50:00.0,000:35,180,Cable Head,ID4163,D,0,0,0,Y
Case 199,Final Inspection Q.C.,Quality Check 1,20:00.0,07:00.0,002:47,180,Cable Head,ID4163,D,0,0,0,
