Problem Number,Problem Change Date,Days count,Problem Change Time,Problem Sub Status,Problem Status,Problem Latest Impact,Problem Involved ST Org line 3,Problem Involved ST Function Div,Problem Involved Owner ST,Product,Country,Problem Involved Action Owner Country,Problem Involved Action Owner First Name
1-519085985,2011-04-25,3,13:44:07+01:00,Assigned,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,INDIA,Jayalakshmi
1-519085985,2011-04-27,2,14:28:55+01:00,Wait,Accepted,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,INDIA,Jayalakshmi
1-519085985,2011-04-29,2,08:42:30+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-519085985,2011-04-29,0,12:42:45+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-519085985,2011-04-29,0,12:42:52+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-519085985,2012-02-06,283,21:47:09+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-519085985,2012-02-06,0,21:48:29+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-519147007,2011-04-20,-292,16:02:07+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519147007,2011-04-20,0,16:28:45+01:00,Awaiting Assignment,Queued,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519147007,2011-04-29,9,07:37:01+01:00,In Progress,Accepted,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519147007,2012-04-04,341,16:31:01+01:00,Closed,Completed,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519167681,2011-04-20,-350,16:10:15+01:00,In Progress,Accepted,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-09-14,147,20:29:16+01:00,Wait,Accepted,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-03,19,20:47:28+01:00,Awaiting Assignment,Queued,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-04,1,19:03:49+01:00,In Progress,Accepted,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-04,0,19:04:39+01:00,Closed,Completed,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-06,2,13:59:22+01:00,In Progress,Accepted,High,Org line B,E_6,S16,PROD132,br,Brazil,Antonio
1-519167681,2011-10-06,0,14:24:07+01:00,Awaiting Assignment,Queued,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Sandro
1-519167681,2011-10-06,0,14:45:21+01:00,In Progress,Accepted,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,2011-10-06,0,14:51:34+01:00,Awaiting Assignment,Queued,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-18,12,17:29:33+01:00,In Progress,Accepted,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-18,0,17:29:38+01:00,Closed,Completed,High,Org line B,E_6,S16,PROD132,br,Brazil,Valdir
1-519167681,2011-10-25,7,17:18:09+01:00,In Progress,Accepted,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,2011-10-25,0,17:18:33+01:00,Wait,Accepted,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,2011-10-27,2,13:05:46+01:00,In Progress,Accepted,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,2011-10-27,0,13:11:51+01:00,Wait,Accepted,High,Org line A2,A2_2,S2 2nd,PROD132,br,Brazil,Paulo
1-519167681,2011-12-21,55,12:35:46+01:00,In Progress,Accepted,High,Org line A2,A2_3,S3 2nd,PROD132,br,Brazil,Jurandir
1-519167681,2012-02-01,42,12:48:08+01:00,Assigned,Accepted,High,Org line A2,A2_3,S3 2nd,PROD132,br,Brazil,Marcelo
1-519167681,2012-02-01,0,12:49:15+01:00,In Progress,Accepted,High,Org line A2,A2_3,S3 2nd,PROD132,br,Brazil,Jurandir
1-519167681,2012-02-01,0,12:49:50+01:00,Closed,Completed,High,Org line A2,A2_3,S3 2nd,PROD132,br,Brazil,Jurandir
1-519386144,2011-04-21,-286,08:37:44+01:00,In Progress,Accepted,High,Org line A2,A2_5,V5 3rd,PROD230,fr,France,Veronique
1-519386144,2012-01-12,266,11:44:59+01:00,Closed,Completed,High,Org line A2,A2_5,V5 3rd,PROD230,fr,France,Veronique
1-520127960,2011-04-25,-262,05:46:33+01:00,In Progress,Accepted,High,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-520127960,2011-04-25,0,05:48:34+01:00,Assigned,Accepted,High,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-520127960,2012-01-26,276,11:31:40+01:00,Closed,Completed,High,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-520234084,2011-04-25,-276,17:18:25+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-520234084,2011-04-25,0,17:19:30+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-520234084,2011-04-25,0,17:27:12+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-520234084,2011-04-25,0,17:27:18+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-520234084,2012-01-30,280,16:00:27+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-520234084,2012-01-30,0,16:00:57+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-520705880,2011-04-26,-279,16:44:41+01:00,In Progress,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-520705880,2011-11-15,203,12:56:41+01:00,Wait,Accepted,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-520705880,2012-05-29,196,09:18:46+01:00,Closed,Completed,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-521122392,2011-04-27,-398,13:24:33+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-521122392,2011-04-27,0,13:31:57+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-521122392,2011-04-27,0,13:55:20+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-521122392,2011-04-27,0,13:55:30+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-521122392,2012-02-06,285,21:25:14+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-521122392,2012-02-06,0,21:28:23+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-521431857,2011-04-28,-284,10:49:58+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-521431857,2011-04-28,0,10:54:58+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-521431857,2011-04-28,0,10:59:18+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-521431857,2011-04-28,0,10:59:26+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-521431857,2012-01-30,277,21:56:57+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-521431857,2012-01-30,0,22:01:30+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-521555370,2011-04-28,-277,13:48:40+01:00,In Progress,Accepted,Medium,Org line A2,D_1,G197 2nd,PROD604,pl,POLAND,Aleksandra
1-521555370,2012-02-27,305,09:11:09+01:00,Closed,Completed,Medium,Org line A2,D_1,G197 2nd,PROD604,pl,POLAND,Aleksandra
1-521628291,2011-04-28,-305,15:29:42+01:00,In Progress,Accepted,Medium,Org line A2,D_1,V17 3rd,PROD604,kr,POLAND,Piotr
1-521628291,2012-05-29,397,16:02:34+01:00,Closed,Completed,Medium,Org line A2,D_1,V17 3rd,PROD604,kr,POLAND,Piotr
1-522222222,2011-05-02,-393,08:45:31+01:00,In Progress,Accepted,Low,Org line G4,,S28 2nd,PROD108,se,Sweden,Erik
1-522222222,2012-02-27,301,14:31:45+01:00,Closed,Completed,Low,Org line G4,,S28 2nd,PROD108,se,Sweden,Erik
1-522460624,2011-05-03,-300,06:29:33+01:00,In Progress,Accepted,Major,Org line C,E_8,G186 2nd,PROD436,in,Sweden,Jonas
1-522460624,2011-05-03,0,06:31:51+01:00,Awaiting Assignment,Queued,Major,Org line C,E_8,G186 2nd,PROD436,in,Sweden,Jonas
1-522460624,2011-11-21,202,11:49:53+01:00,In Progress,Accepted,Major,Org line C,E_8,G181 2nd,PROD436,in,INDIA,Karthick
1-522460624,2011-11-21,0,11:50:05+01:00,Assigned,Accepted,Major,Org line C,E_8,G181 2nd,PROD436,in,INDIA,Mahesh
1-522460624,2012-01-11,51,08:31:45+01:00,Wait,Accepted,Major,Org line C,E_8,G181 2nd,PROD436,in,INDIA,Mahesh
1-522460624,2012-01-11,0,08:32:11+01:00,Closed,Completed,Major,Org line C,E_8,G181 2nd,PROD436,in,INDIA,Mahesh
1-522734472,2011-05-03,-253,16:14:07+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-522734472,2011-05-03,0,16:16:39+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-522734472,2011-05-04,1,05:46:05+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-522734472,2011-05-04,0,05:46:17+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-522734472,2012-02-06,278,21:35:55+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-522734472,2012-02-06,0,21:37:18+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-522949376,2011-05-04,-278,10:53:03+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,INDIA,Arun
1-522949376,2011-05-18,14,14:42:40+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,INDIA,Arun
1-522949376,2011-05-25,7,10:02:52+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Emma
1-522949376,2011-05-25,0,10:03:17+01:00,Wait,Accepted,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Emma
1-522949376,2011-11-23,182,12:57:40+01:00,Assigned,Accepted,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Pernilla
1-522949376,2011-11-23,0,14:14:56+01:00,Wait,Accepted,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Pernilla
1-522949376,2012-01-11,49,14:34:26+01:00,Closed,Completed,Medium,Org line A2,A2_4,G18 3rd,PROD67,se,Sweden,Pernilla
1-523027945,2011-05-04,-252,13:57:47+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Michael
1-523027945,2012-04-25,357,12:54:18+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Michael
1-523027945,2012-04-25,0,12:55:34+01:00,Closed,Completed,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Michael
1-523069229,2011-05-04,-357,15:57:51+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523069229,2011-05-04,0,16:08:09+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523069229,2012-01-30,271,12:54:45+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-523069229,2012-01-30,0,12:54:47+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-523311541,2011-05-05,-270,10:25:29+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523311541,2011-05-05,0,11:06:48+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523311541,2011-05-05,0,11:22:56+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-523311541,2011-05-05,0,11:23:27+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523311541,2012-02-06,277,16:54:07+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-523311541,2012-02-06,0,17:00:04+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-523361887,2011-05-05,-277,13:59:01+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523361887,2011-05-05,0,14:11:39+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523361887,2011-05-06,1,06:04:03+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-523361887,2011-05-06,0,06:04:09+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-523361887,2012-02-06,276,16:23:53+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-523361887,2012-02-06,0,16:25:20+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-523392191,2011-05-05,-277,13:28:19+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523392191,2011-05-05,0,13:30:57+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523392191,2011-05-06,1,06:01:15+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-523392191,2011-05-06,0,06:01:21+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-523392191,2012-02-15,285,15:27:07+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-523392191,2012-02-15,0,15:27:34+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD98,us,POLAND,Ewa
1-523637826,2011-05-06,-285,11:18:49+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Mikael
1-523637826,2012-02-29,299,14:40:19+01:00,Closed,Completed,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Mikael
1-524169663,2011-05-09,-296,14:23:45+01:00,In Progress,Accepted,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,2011-05-09,0,14:29:28+01:00,In Progress,Accepted,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,2011-05-09,0,14:50:50+01:00,In Progress,Accepted,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,2011-05-09,0,14:56:50+01:00,Awaiting Assignment,Queued,Low,Org line C,C_6,G141 3rd,PROD434,se,Sweden,M?ten
1-524169663,2011-05-09,0,15:02:06+01:00,Awaiting Assignment,Queued,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Peter
1-524169663,2011-05-11,2,09:39:36+01:00,In Progress,Accepted,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Peter
1-524169663,2011-05-11,0,09:39:46+01:00,Assigned,Accepted,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Tomas
1-524169663,2011-10-20,162,13:32:45+01:00,Wait,Accepted,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Tomas
1-524169663,2011-10-20,0,13:58:09+01:00,Wait,Accepted,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Tomas
1-524169663,2012-01-30,102,12:35:20+01:00,Closed,Completed,Low,Org line C,C_6,G250 3rd,PROD434,se,Sweden,Tomas
1-524328647,2011-05-10,-265,07:56:45+01:00,In Progress,Accepted,Medium,Org line V2,,T10 2nd,PROD205,se,Sweden,Ioannis
1-524328647,2012-02-21,287,15:32:02+01:00,Closed,Completed,Medium,Org line V2,,T10 2nd,PROD205,se,Sweden,Ioannis
1-524356958,2011-05-10,-287,06:37:04+01:00,In Progress,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Eric
1-524356958,2011-05-10,0,06:37:21+01:00,Wait,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Eric
1-524356958,2011-10-20,163,20:20:55+01:00,Wait,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Eric
1-524356958,2012-01-09,81,10:28:28+01:00,Closed,Completed,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Eric
1-524375607,2011-05-10,-244,09:25:34+01:00,Assigned,Accepted,Medium,Org line C,C_2,G58 3rd,PROD330,be,Sweden,Stefan
1-524375607,2011-10-05,148,07:38:35+01:00,Assigned,Accepted,Medium,Org line C,C_2,G58 3rd,PROD330,be,Belgium,Els
1-524375607,2011-10-05,0,08:03:00+01:00,Assigned,Accepted,Medium,Org line C,C_2,G58 3rd,PROD330,be,Belgium,Jo
1-524375607,2011-11-08,34,14:44:51+01:00,In Progress,Accepted,Medium,Org line C,C_2,G58 3rd,PROD330,be,Belgium,Jo
1-524375607,2012-04-10,154,16:19:54+01:00,Closed,Completed,Medium,Org line C,C_2,G58 3rd,PROD330,be,Belgium,Jo
1-525132931,2011-05-12,-334,10:42:03+01:00,In Progress,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Harikumar
1-525132931,2011-05-16,4,14:43:50+01:00,In Progress,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Harikumar
1-525132931,2012-03-30,319,16:15:20+01:00,Assigned,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,INDIA,Sreehari
1-525132931,2012-03-30,0,16:16:51+01:00,In Progress,Accepted,Medium,Org line A2,D_1,L50 3rd,PROD611,in,INDIA,Sreehari
1-525132931,2012-05-10,41,16:14:28+01:00,Closed,Completed,Medium,Org line A2,D_1,L50 3rd,PROD611,in,INDIA,Sreehari
1-525447561,2011-05-13,-363,10:02:23+01:00,In Progress,Accepted,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Gunilla
1-525447561,2011-05-13,0,10:02:48+01:00,Wait,Accepted,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Gunilla
1-525447561,2011-07-12,60,09:28:53+01:00,Assigned,Accepted,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Gunilla
1-525447561,2012-01-18,190,12:47:42+01:00,In Progress,Accepted,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Yvonne
1-525447561,2012-01-18,0,12:47:57+01:00,Closed,Completed,Low,Org line A2,A2_3,N23 2nd,PROD76,se,Sweden,Yvonne
1-525477138,2011-05-13,-250,12:10:04+01:00,In Progress,Accepted,Medium,Org line V11,,V50 2nd,PROD158,gb,United Kingdom,James
1-525477138,2012-04-24,347,14:29:31+01:00,In Progress,Accepted,Medium,Org line V11,,V50 2nd,PROD158,gb,United Kingdom,James
1-525477138,2012-04-24,0,14:29:51+01:00,Closed,Completed,Medium,Org line V11,,V50 2nd,PROD158,gb,United Kingdom,James
1-525489753,2011-05-13,-347,13:14:59+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-525489753,2011-05-13,0,13:21:52+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-525489753,2011-05-16,3,06:15:26+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-525489753,2011-05-16,0,06:15:33+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-525489753,2012-02-06,266,21:20:01+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-525489753,2012-02-06,0,21:20:56+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-525589021,2011-05-13,-269,16:23:13+01:00,In Progress,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Katarina
1-525589021,2012-02-01,264,16:40:02+01:00,Closed,Completed,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Katarina
1-526037041,2011-05-16,-261,14:09:56+01:00,In Progress,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Katarina
1-526037041,2012-02-01,261,16:50:06+01:00,Closed,Completed,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Katarina
1-526344555,2011-05-17,-260,11:53:00+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-526344555,2011-05-17,0,12:04:18+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-526344555,2011-05-18,1,03:37:22+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-526344555,2011-05-18,0,03:37:27+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-526344555,2012-01-30,257,21:53:30+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-526344555,2012-01-30,0,21:55:33+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD97,us,POLAND,Ewa
1-526369142,2011-05-17,-258,13:37:22+01:00,In Progress,Accepted,Low,Org line G4,,S30 2nd,PROD410,se,Sweden,Gustav
1-526369142,2012-02-21,280,15:34:34+01:00,In Progress,Accepted,Low,Org line G4,,S30 2nd,PROD410,se,Sweden,Gustav
1-526369142,2012-02-21,0,15:34:36+01:00,Closed,Completed,Low,Org line G4,,S30 2nd,PROD410,se,Sweden,Gustav
1-526414477,2011-05-17,-280,15:17:31+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414477,2011-05-17,0,15:18:07+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414477,2011-05-18,1,03:28:54+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-526414477,2011-05-18,0,03:29:06+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414477,2012-02-06,264,16:22:29+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-526414477,2012-02-06,0,16:23:30+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-526414833,2011-05-17,-265,15:18:40+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414833,2011-05-17,0,15:19:50+01:00,Awaiting Assignment,Queued,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414833,2011-05-18,1,03:34:07+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-526414833,2011-05-18,0,03:34:13+01:00,Assigned,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-526414833,2012-01-03,230,09:49:32+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-526414833,2012-01-03,0,09:50:52+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-526647987,2011-05-18,-230,08:46:34+01:00,In Progress,Accepted,High,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-526647987,2012-02-21,279,15:20:44+01:00,In Progress,Accepted,High,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-526647987,2012-02-21,0,15:20:52+01:00,Closed,Completed,High,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-527208576,2011-05-19,-278,22:28:42+01:00,In Progress,Accepted,Low,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-527208576,2011-10-27,161,12:59:32+01:00,Wait,Accepted,Low,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-527208576,2012-02-08,104,22:43:06+01:00,Closed,Completed,Low,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-527928641,2011-05-23,-261,13:57:39+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,U6 2nd,PROD807,se,Sweden,Lars
1-527928641,2012-01-30,252,13:21:24+01:00,Wait,Accepted,Medium,Org line A2,A2_3,U6 2nd,PROD807,se,Sweden,Lars
1-527928641,2012-03-28,58,12:34:53+01:00,Closed,Completed,Medium,Org line A2,A2_3,U6 2nd,PROD807,se,Sweden,Lars
1-528251011,2011-05-24,-309,10:28:27+01:00,In Progress,Accepted,Medium,Org line V2,,T13 2nd,PROD279,se,Sweden,Cecilia
1-528251011,2011-09-06,105,13:09:34+01:00,Awaiting Assignment,Queued,Medium,Org line V2,,T13 2nd,PROD279,se,Sweden,Cecilia
1-528251011,2011-09-12,6,12:25:53+01:00,In Progress,Accepted,Medium,Org line V2,,T16 2nd,PROD279,se,Sweden,Lennart
1-528251011,2012-01-04,114,15:54:14+01:00,Wait,Accepted,Medium,Org line V2,,T16 2nd,PROD279,se,Sweden,Lennart
1-528251011,2012-04-13,100,12:45:24+01:00,Closed,Completed,Medium,Org line V2,,T16 2nd,PROD279,se,Sweden,Lennart
1-528332261,2011-05-24,-325,14:00:25+01:00,In Progress,Accepted,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528332261,2011-10-17,146,15:45:12+01:00,Assigned,Accepted,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528332261,2011-11-29,43,07:22:55+01:00,Assigned,Accepted,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528332261,2012-02-08,71,14:49:13+01:00,In Progress,Accepted,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528332261,2012-02-08,0,14:49:31+01:00,Closed,Completed,Low,Org line A2,A2_3,U6 2nd,PROD827,se,Sweden,Linda
1-528716762,2011-05-25,-259,15:21:09+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,U5 2nd,PROD228,se,Sweden,Carin
1-528716762,2011-05-25,0,15:25:44+01:00,Wait,Accepted,Medium,Org line A2,A2_3,U5 2nd,PROD228,se,Sweden,Carin
1-528716762,2012-01-03,223,13:58:05+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,U5 2nd,PROD228,se,Sweden,Carin
1-528716762,2012-01-03,0,13:58:52+01:00,Closed,Completed,Medium,Org line A2,A2_3,U5 2nd,PROD228,se,Sweden,Carin
